username,followers_count,following_count,total_posts,avg_likes,avg_comments,engagement_rate,growth_rate
user_514,151262,1523,421,8514,827,0.0618,14.39
user_515,443905,4111,2673,32754,4066,0.0829,9.72
user_516,236362,2656,1535,9043,491,0.0403,4.68
user_517,445209,501,2051,10926,516,0.0257,9.93
user_518,554880,3815,248,30747,3748,0.0622,-1.72
user_519,798079,2488,1618,56650,6184,0.0787,0.48
user_520,665076,4360,2604,41488,4502,0.0691,12.1
user_521,220963,1599,287,15647,1437,0.0773,8.97
user_522,481761,3524,1448,22911,2136,0.052,4.19
user_523,249710,177,1836,15639,1808,0.0699,6.51
user_524,221984,4905,1054,4396,242,0.0209,13.39
user_525,898059,2811,1363,30874,2033,0.0366,8.74
user_526,857748,4506,145,31966,4261,0.0422,4.77
user_527,783355,4714,2373,35870,2157,0.0485,0.05
user_528,265512,1465,1745,19922,1813,0.0819,2.99
user_529,602863,251,1132,42924,4779,0.0791,14.63
user_530,269799,2419,2695,5238,785,0.0223,5.44
user_531,238549,567,1395,5270,403,0.0238,6.02
user_532,595319,1391,708,20856,1577,0.0377,6.48
user_533,994933,4826,1300,30198,3911,0.0343,13.03
user_534,485299,2038,1252,25737,3209,0.0596,8.27
user_535,613210,3595,300,44883,5163,0.0816,9.79
user_536,449982,4570,462,34810,2792,0.0836,4.62
user_537,125046,3852,1883,6971,432,0.0592,-1.51
user_538,407619,3325,856,27991,2774,0.0755,13.83
user_539,33097,3704,408,1547,207,0.053,14.14
user_540,997161,2484,636,24513,3306,0.0279,14.14
user_541,667326,4923,166,31182,1063,0.0483,14.04
user_542,650150,257,540,31763,2403,0.0526,11.86
user_543,231229,2683,649,14329,1152,0.067,9.64
user_544,119834,4167,2501,3042,447,0.0291,12.36
user_545,94848,203,2211,3393,366,0.0396,8.21
user_546,53921,3416,308,1913,139,0.0381,0.28
user_547,706086,4364,1429,54482,1274,0.079,4.65
user_548,651429,4814,33,26758,2501,0.0449,14.51
user_549,706660,1568,276,44418,1443,0.0649,3.97
user_550,285821,2650,1741,17880,2297,0.0706,12.75
user_551,56609,2245,1443,1618,190,0.0319,-0.42
user_552,228897,4548,1250,11451,914,0.054,3.68
user_553,975165,4741,877,70798,5366,0.0781,3.97
user_554,32024,3604,1215,1385,189,0.0492,-1.12
user_555,71313,2464,483,5431,312,0.0805,0.02
user_556,390957,2899,289,9778,512,0.0263,1.28
user_557,185078,1792,1264,2811,399,0.0173,12.24
user_558,358429,1356,2690,25950,3248,0.0815,-0.92
user_559,933842,3899,1226,64750,8202,0.0781,3.08
user_560,462243,4218,91,36739,1667,0.0831,-1.83
user_561,114632,4626,1326,6597,254,0.0598,9.83
user_562,998639,4705,2141,75465,1764,0.0773,8.55
user_563,938012,4890,2422,63678,3235,0.0713,8.96
user_564,252451,4245,1770,17446,2104,0.0774,4.36
user_565,4051,2605,516,201,10,0.0521,1.54
user_566,705107,2355,1007,25923,2975,0.041,10.25
user_567,377836,4558,2647,28496,1503,0.0794,11.79
user_568,612523,1138,929,24652,1759,0.0431,0.36
user_569,972525,2692,392,46406,6859,0.0548,6.28
user_570,722772,1227,381,29798,1544,0.0434,2.23
user_571,190407,4966,2160,9432,650,0.0529,0.86
user_572,450395,4807,1364,19337,1143,0.0455,10.48
user_573,950597,3044,343,12697,434,0.0138,7.15
user_574,463894,609,2451,33281,2785,0.0777,1.68
user_575,212810,3014,594,8748,605,0.044,3.27
user_576,958238,1321,755,49086,5415,0.0569,14.43
user_577,728975,1863,2804,14392,1817,0.0222,12.43
user_578,74523,2965,2413,762,69,0.0112,12.96
user_579,761463,659,1235,20689,500,0.0278,5.82
user_580,95476,2511,1715,5663,568,0.0653,8.6
user_581,234841,4170,1927,3979,108,0.0174,4.41
user_582,804451,333,738,59225,5929,0.081,-0.68
user_583,871045,2978,800,21821,2379,0.0278,4.82
user_584,223866,4446,1039,5444,248,0.0254,8.1
user_585,87672,1141,1423,1990,251,0.0256,2.88
user_586,599135,866,1446,6577,910,0.0125,12.42
user_587,345894,132,683,22146,2783,0.0721,0.57
user_588,735994,1970,1792,52441,3128,0.0755,4.24
user_589,29251,3541,2667,1550,149,0.0581,0.12
user_590,628769,3194,30,14571,2024,0.0264,4.88
user_591,375710,2143,2254,11259,694,0.0318,-1.33
user_592,551233,4763,2793,23876,3022,0.0488,2.63
user_593,878284,225,1058,67455,1432,0.0784,4.81
user_594,33217,2754,2845,907,18,0.0278,6.13
user_595,9308,4987,2478,569,67,0.0683,7.24
user_596,269093,419,604,10968,1305,0.0456,2.67
user_597,184062,1868,1095,5678,695,0.0346,6.89
user_598,395366,2151,2644,16571,2334,0.0478,6.65
user_599,745840,4835,1394,11176,394,0.0155,3.38
user_600,101235,3540,1471,6672,334,0.0692,12.11
user_601,75740,1829,1874,2047,281,0.0307,7.28
user_602,379496,1414,1809,23065,992,0.0634,3.65
user_603,854049,4512,762,12626,1372,0.0164,14.1
user_604,751201,3392,1796,57734,5136,0.0837,12.37
user_605,804328,4789,223,18910,582,0.0242,14.7
user_606,918230,3726,1096,65921,3763,0.0759,9.77
user_607,178247,2476,993,11882,1041,0.0725,4.43
user_608,664165,122,1418,51638,6754,0.0879,2.77
user_609,530525,3012,1885,23052,2581,0.0483,9.28
user_610,21056,909,1319,1282,129,0.067,14.67
user_611,177615,3906,1074,6385,539,0.039,8.65
user_612,188628,4188,1178,4320,254,0.0242,12.99
user_613,639836,2474,124,26243,931,0.0425,3.59
user_614,374632,1114,272,8092,592,0.0232,4.92
user_615,135415,2267,314,10663,252,0.0806,13.41
user_616,407716,4067,2735,6824,323,0.0175,10.87
user_617,447438,2309,1201,22928,1747,0.0551,14.68
user_618,554663,3801,568,29869,2222,0.0579,11.17
user_619,666022,2136,2698,31746,817,0.0489,5.62
user_620,542252,418,1797,30557,2951,0.0618,7.03
user_621,638717,2854,318,11581,1059,0.0198,13.31
user_622,253764,200,1768,12396,373,0.0503,7.38
user_623,715998,1184,1863,21555,3073,0.0344,2.34
user_624,467882,2834,120,35471,1167,0.0783,5.41
user_625,741427,4214,2399,46965,6158,0.0716,6.78
user_626,513153,2396,2903,40064,802,0.0796,-0.36
user_627,68215,4947,1794,861,115,0.0143,10.64
user_628,856474,2300,2460,25659,578,0.0306,-0.14
user_629,145356,110,893,3441,407,0.0265,4.88
user_630,204861,3060,2448,2208,147,0.0115,11.68
user_631,356612,3951,111,9615,1115,0.0301,5.95
user_632,455605,1387,466,26203,1892,0.0617,12.31
user_633,10435,1234,128,273,7,0.0268,3.81
user_634,448556,4476,336,20467,2451,0.0511,14.28
user_635,700438,1601,1855,50534,1478,0.0743,1.56
user_636,866264,4483,1963,50731,7096,0.0668,-1.35
user_637,576581,1679,1478,21693,577,0.0386,12.83
user_638,79781,1377,461,2877,236,0.039,10.79
user_639,192475,1576,2285,8064,919,0.0467,1.94
user_640,161196,1723,1265,3609,256,0.024,14.74
user_641,227507,1411,2740,12371,596,0.057,6.54
user_642,307063,1623,1571,10897,1293,0.0397,14.17
user_643,765121,2736,297,53302,6500,0.0782,6.59
user_644,777665,4420,588,48960,6851,0.0718,6.02
user_645,691607,2416,1029,36472,2512,0.0564,5.64
user_646,122172,3807,2942,4336,372,0.0385,3.69
user_647,357902,2484,2533,8838,593,0.0264,7.07
user_648,485963,2043,858,31262,1670,0.0678,5.69
user_649,456968,919,2821,20128,2367,0.0492,-1.38
user_650,319717,1064,1627,8227,527,0.0274,2.43
user_651,60101,1961,2905,1422,107,0.0254,1.62
user_652,496972,652,49,10723,777,0.0231,12.75
user_653,289790,3871,2426,18662,2102,0.0717,8.18
user_654,891617,740,1962,23207,3233,0.0297,10.98
user_655,548337,543,2153,25697,2741,0.0519,14.27
user_656,735965,539,1277,30622,2489,0.045,8.95
user_657,361260,2606,2814,18269,2215,0.0567,14.7
user_658,884811,4535,2380,63176,6527,0.0788,3.3
user_659,593673,344,384,41997,1170,0.0727,1.17
user_660,651419,4077,1820,27082,878,0.0429,4.86
user_661,434374,2893,1842,4810,119,0.0113,6.0
user_662,721777,2962,1882,28763,2283,0.043,13.22
user_663,548577,1767,924,28763,3663,0.0591,7.52
user_664,373370,2646,717,18311,1111,0.052,2.97
user_665,888225,4794,2198,49379,3453,0.0595,10.62
user_666,272967,1923,2870,5673,784,0.0237,6.6
user_667,192232,4713,2856,10622,1368,0.0624,0.76
user_668,305119,3308,1875,6952,740,0.0252,7.81
user_669,10540,2867,370,659,36,0.0659,13.49
user_670,541652,494,199,18273,643,0.0349,12.32
user_671,398827,3691,1523,23807,525,0.061,7.98
user_672,552951,4508,1206,7382,250,0.0138,4.41
user_673,52991,791,1826,2042,118,0.0408,-0.52
user_674,189751,2091,793,11262,1033,0.0648,5.98
user_675,367326,729,529,9506,269,0.0266,10.79
user_676,687337,2517,384,45137,1702,0.0681,4.12
user_677,619992,3747,372,33575,1461,0.0565,2.0
user_678,50115,1408,2867,2562,261,0.0563,13.83
user_679,354151,112,1126,12306,1231,0.0382,11.97
user_680,744583,2609,1268,32591,2985,0.0478,8.85
user_681,192962,3819,431,9998,525,0.0545,0.33
user_682,722747,4401,754,31130,2124,0.046,0.46
user_683,150143,184,137,8840,287,0.0608,-0.25
user_684,715635,3694,501,28882,1427,0.0424,8.48
user_685,990873,4967,211,23938,3272,0.0275,-0.04
user_686,537226,2185,2658,13417,1977,0.0287,12.32
user_687,953699,3328,2657,9924,1034,0.0115,14.88
user_688,354824,872,2726,11023,1534,0.0354,4.23
user_689,5000,3124,126,312,32,0.0688,5.71
user_690,726948,3031,401,47681,1159,0.0672,10.1
user_691,888474,170,802,21476,3212,0.0278,13.93
user_692,356754,1687,2457,27517,904,0.0797,13.2
user_693,252492,974,263,11404,1240,0.0501,-1.02
user_694,891123,694,2652,66111,3495,0.0781,0.87
user_695,500522,2082,2936,29767,2112,0.0637,10.83
user_696,492072,2811,487,29804,3098,0.0669,9.71
user_697,39304,2118,885,627,48,0.0172,0.26
user_698,505999,291,1581,12852,675,0.0267,6.54
user_699,332593,2718,1253,3531,224,0.0113,11.27
user_700,608274,852,623,36574,2355,0.064,1.72
user_701,152836,4214,1680,5213,754,0.039,12.81
user_702,109940,245,1116,7153,885,0.0731,-1.1
user_703,825926,2237,2035,27854,2217,0.0364,11.3
user_704,266517,3565,1678,17950,825,0.0704,8.47
user_705,668521,2380,1753,12801,1605,0.0215,3.36
user_706,622820,2409,1633,13786,557,0.023,10.26
user_707,880090,4891,879,29801,1411,0.0355,11.3
user_708,386777,3656,1899,14927,1008,0.0412,13.88
user_709,625674,326,1296,21528,2894,0.039,4.25
user_710,552638,110,32,35067,1302,0.0658,9.66
user_711,618296,3440,2366,10379,372,0.0174,8.24
user_712,881729,1963,1119,30494,2568,0.0375,6.93
user_713,550639,3977,1094,37777,2112,0.0724,13.14
user_714,613956,2641,806,9010,846,0.0161,-1.95
user_715,639873,616,168,48607,3825,0.0819,2.8
user_716,933809,3985,1774,73810,5649,0.0851,7.15
user_717,338497,1621,2189,5483,189,0.0168,1.03
user_718,208869,4767,1323,6347,243,0.0316,13.43
user_719,66953,1250,2605,2414,305,0.0406,9.01
user_720,844890,4459,1199,54366,7348,0.073,6.12
user_721,501328,2904,2443,25926,1309,0.0543,11.85
user_722,807790,2945,101,44513,1546,0.057,5.67
user_723,4267,1286,511,268,7,0.0644,7.5
user_724,83745,186,2423,1529,151,0.0201,-1.95
user_725,877020,1079,2045,59922,6770,0.076,4.22
user_726,825945,2206,944,49055,3358,0.0635,0.36
user_727,158164,2644,1316,7973,863,0.0559,9.72
user_728,536626,711,1623,38788,4370,0.0804,6.14
user_729,132484,2522,1616,7819,1107,0.0674,3.13
user_730,532831,2727,142,12851,365,0.0248,5.95
user_731,893323,2358,727,35806,1611,0.0419,1.56
user_732,952000,136,2397,42443,1226,0.0459,13.73
user_733,61692,2562,1010,855,113,0.0157,-1.08
user_734,221156,2992,2390,16990,2090,0.0863,12.71
user_735,224992,2823,2837,4274,404,0.0208,6.69
user_736,517771,2554,2060,30456,940,0.0606,8.52
user_737,831857,3360,2500,37796,2098,0.048,3.14
user_738,564044,1750,729,6652,390,0.0125,14.43
user_739,544176,3720,813,40667,3777,0.0817,2.79
user_740,692095,2750,731,48189,2580,0.0734,8.01
user_741,834727,3679,2606,38980,1149,0.0481,14.89
user_742,115352,4640,2668,3002,345,0.029,12.98
user_743,870474,1697,1737,16115,948,0.0196,7.12
user_744,86999,3368,276,3083,242,0.0382,14.84
user_745,18955,3737,1232,528,19,0.0289,9.92
user_746,825273,646,890,37523,4665,0.0511,1.55
user_747,71640,4595,2966,5562,520,0.0849,4.9
user_748,197582,534,1751,9927,1362,0.0571,3.69
user_749,953415,695,828,68927,5818,0.0784,3.85
user_750,977535,3139,2744,54313,7733,0.0635,10.93
user_751,745086,4807,290,32237,4382,0.0491,7.93
user_752,401573,4903,1563,28038,2661,0.0764,-1.35
user_753,426695,4434,569,18346,2594,0.0491,12.92
user_754,62476,770,1157,4423,274,0.0752,3.05
user_755,307955,4783,587,9365,632,0.0325,14.95
user_756,168280,548,378,3200,82,0.0195,14.22
user_757,676510,4779,1693,47269,4566,0.0766,13.99
user_758,596468,1723,1657,30490,3471,0.0569,11.79
user_759,699646,3117,1377,50539,6092,0.0809,1.75
user_760,638144,164,1732,48274,1905,0.0786,7.05
user_761,855882,3029,1382,11771,915,0.0148,1.81
user_762,415568,4819,817,18728,805,0.047,2.41
user_763,187141,1786,1304,6783,719,0.0401,8.39
user_764,899320,3661,906,48392,1961,0.056,-1.31
user_765,635736,2303,1778,41673,5731,0.0746,14.48
user_766,539685,2344,1242,15996,799,0.0311,13.62
user_767,960059,3680,2278,47019,2721,0.0518,4.47
user_768,179031,196,306,10672,1393,0.0674,6.76
user_769,919232,4032,1735,17842,1420,0.021,5.92
user_770,969021,3503,1805,64909,1500,0.0685,13.0
user_771,120180,4557,762,6300,531,0.0568,9.71
user_772,67234,2460,1525,5141,159,0.0788,2.73
user_773,565242,186,2060,19086,2826,0.0388,5.6
user_774,179352,3410,1066,3151,303,0.0193,5.29
user_775,80459,3055,315,3657,195,0.0479,14.31
user_776,410995,3602,2073,6578,613,0.0175,0.98
user_777,196004,68,2617,15262,457,0.0802,-0.48
user_778,467152,2292,700,5936,735,0.0143,12.97
user_779,942970,498,1911,59166,8300,0.0715,13.24
user_780,955443,1998,814,44673,5971,0.053,12.82
user_781,726256,995,222,26002,1675,0.0381,6.69
user_782,953774,4286,344,13933,868,0.0155,9.22
user_783,60163,1970,2892,3221,79,0.0549,7.58
user_784,476853,3027,2311,24303,2544,0.0563,-0.82
user_785,52934,4238,346,1570,140,0.0323,8.13
user_786,721255,4065,1006,53167,4238,0.0796,-1.77
user_787,426523,288,780,13344,1841,0.0356,3.52
user_788,841530,254,1056,34907,1459,0.0432,13.85
user_789,455137,2657,926,21875,464,0.0491,3.17
user_790,6486,4390,1423,110,3,0.0174,13.98
user_791,140407,4977,384,10565,518,0.0789,2.25
user_792,874332,3438,1264,31666,770,0.0371,3.35
user_793,651308,3022,2140,10195,870,0.017,8.68
user_794,628083,4440,1668,23308,1417,0.0394,10.95
user_795,221184,2737,1089,11504,499,0.0543,6.52
user_796,667490,4216,293,30674,3604,0.0514,13.0
user_797,350652,1398,2275,20554,957,0.0613,-1.32
user_798,762315,4450,1972,10583,1157,0.0154,13.68
user_799,643612,866,1904,19255,1259,0.0319,1.34
user_800,323710,870,143,21800,1886,0.0732,13.03
user_801,198775,242,1372,3099,438,0.0178,4.81
user_802,290336,1826,2610,20289,504,0.0716,12.16
user_803,788494,3695,1711,12957,1101,0.0178,9.42
user_804,609364,4674,2127,41687,5464,0.0774,0.99
user_805,90780,300,2966,3200,308,0.0386,13.61
user_806,153617,1838,2953,8119,454,0.0558,2.17
user_807,546977,3750,2849,11323,811,0.0222,2.15
user_808,798606,2513,461,11685,1267,0.0162,11.84
user_809,351605,1217,1260,8830,1199,0.0285,-0.2
user_810,913606,3943,930,17312,438,0.0194,1.77
user_811,890465,1146,1045,28377,831,0.0328,6.56
user_812,534636,2729,1579,24596,1531,0.0489,12.12
user_813,942218,1897,1761,48253,2425,0.0538,0.51
user_814,39102,3954,2899,2552,138,0.0688,7.31
user_815,75460,554,1754,4220,205,0.0586,10.09
user_816,365778,1671,645,19244,874,0.055,12.63
user_817,90930,2522,1710,3530,130,0.0403,13.9
user_818,532089,2596,1017,22968,3247,0.0493,11.34
user_819,628438,1437,2801,24519,949,0.0405,9.1
user_820,728627,3044,110,50240,2339,0.0722,5.37
user_821,180208,3866,2234,4703,244,0.0275,-0.09
user_822,155697,767,226,1619,228,0.0119,10.07
user_823,214945,3534,1108,11949,1412,0.0622,14.88
user_824,232915,4484,1931,5630,690,0.0271,10.52
user_825,728952,708,535,52709,1772,0.0747,-1.72
user_826,209124,4058,1200,14666,1887,0.0792,6.44
user_827,438477,4574,1812,6739,492,0.0165,8.45
user_828,526830,4284,2814,9191,497,0.0184,9.72
user_829,284821,3814,2373,12720,1206,0.0489,10.24
user_830,178804,3039,1921,9413,1194,0.0593,7.49
user_831,706703,4687,2025,20666,2505,0.0328,1.8
user_832,40081,2154,414,2411,327,0.0683,14.02
user_833,719216,1305,1117,37143,5224,0.0589,9.84
user_834,356249,2532,206,11662,594,0.0344,2.03
user_835,220930,433,1617,2601,195,0.0127,3.48
user_836,806497,2657,1611,50414,1104,0.0639,13.67
user_837,518313,243,2690,12974,1742,0.0284,13.09
user_838,215532,3857,749,14745,591,0.0712,4.89
user_839,613380,3769,259,24179,3191,0.0446,-1.35
user_840,520332,2631,2600,26222,1647,0.0536,-1.18
user_841,317837,2615,160,22600,1533,0.0759,2.83
user_842,290106,2813,158,20439,512,0.0722,8.7
user_843,29295,2848,2526,1054,65,0.0382,7.93
user_844,14807,2389,89,364,49,0.0279,8.78
user_845,436564,3456,404,28053,654,0.0658,10.19
user_846,158504,781,649,6390,465,0.0432,-1.68
user_847,239067,2922,2265,5604,134,0.024,-0.21
user_848,486008,3170,224,35629,2430,0.0783,4.11
user_849,976358,4830,1769,23303,989,0.0249,0.63
user_850,958766,4227,587,11319,597,0.0124,-0.72
user_851,693440,2654,1001,7918,1061,0.0129,8.9
user_852,395540,2432,824,21185,1624,0.0577,11.86
user_853,878699,581,1730,49485,2751,0.0594,10.79
user_854,518923,4366,2926,16487,1592,0.0348,11.89
user_855,167981,684,901,5442,209,0.0336,9.32
user_856,745699,1819,2055,25178,1352,0.0356,10.5
user_857,20870,3854,993,1202,109,0.0628,2.62
user_858,953082,2420,659,13409,682,0.0148,14.88
user_859,204196,52,1474,15322,1659,0.0832,1.11
user_860,249683,255,344,6386,535,0.0277,1.65
user_861,235677,4185,461,18848,2268,0.0896,2.91
user_862,27790,2671,823,611,87,0.0251,14.58
user_863,644162,4789,2355,41231,1445,0.0663,14.8
user_864,812721,2940,245,20837,1323,0.0273,11.51
user_865,449345,3243,1107,7036,433,0.0166,8.69
user_866,750074,2716,986,53439,2119,0.0741,6.84
user_867,488462,3356,579,34247,4292,0.0789,14.5
user_868,540773,947,733,20684,2456,0.0428,9.83
user_869,831914,1135,517,49222,4084,0.0641,14.06
user_870,87188,1329,2916,4271,384,0.0534,3.38
user_871,530036,720,2993,36947,1024,0.0716,3.67
user_872,743129,1555,2127,23820,2196,0.035,12.53
user_873,665795,3625,276,31064,3816,0.0524,0.55
user_874,791141,4864,596,34791,3291,0.0481,14.08
user_875,649249,2005,2306,22576,1230,0.0367,6.63
user_876,31355,299,57,2270,242,0.0801,13.75
user_877,712131,1942,2092,15390,1031,0.0231,3.73
user_878,452015,3489,429,9250,840,0.0223,10.17
user_879,407332,1903,480,20522,1711,0.0546,6.21
user_880,157542,2904,1460,8826,613,0.0599,8.66
user_881,174416,1553,2424,4120,467,0.0263,6.57
user_882,306062,3435,402,11431,1542,0.0424,14.44
user_883,839656,3621,1852,64031,1324,0.0778,9.77
user_884,564586,3842,588,15392,2175,0.0311,2.27
user_885,502708,3476,1091,28546,2469,0.0617,13.46
user_886,867651,93,452,53629,5957,0.0687,3.0
user_887,62629,3662,75,2590,339,0.0468,4.32
user_888,329184,2668,2644,24895,2009,0.0817,-0.26
user_889,493734,4728,2335,30397,3907,0.0695,13.3
user_890,756195,3213,2136,31801,1370,0.0439,2.86
user_891,291160,1338,1771,14515,590,0.0519,2.4
user_892,549248,2992,2067,32121,3387,0.0646,13.64
user_893,821023,269,921,42244,5623,0.0583,11.69
user_894,214920,1975,1644,15368,2090,0.0812,0.4
user_895,890765,3022,2860,31160,3230,0.0386,11.08
user_896,243804,3563,276,7555,667,0.0337,13.52
user_897,377965,2498,691,9437,595,0.0265,-0.67
user_898,461857,3521,509,5840,860,0.0145,12.03
user_899,823827,2824,2813,10718,659,0.0138,7.31
user_900,505492,1040,2116,35841,4184,0.0792,9.38
user_901,654983,2996,1702,37653,3357,0.0626,6.38
user_902,416916,1862,335,23446,2323,0.0618,9.86
user_903,822052,853,2480,43589,3101,0.0568,-1.42
user_904,759574,539,453,52748,7670,0.0795,10.97
user_905,129148,3606,1045,5633,531,0.0477,-1.43
user_906,807991,1543,1995,57309,8132,0.081,5.74
user_907,487261,3695,1999,17132,359,0.0359,0.57
user_908,356540,2941,1409,26693,2521,0.0819,12.0
user_909,193714,1755,439,11410,1292,0.0656,3.33
user_910,732899,3566,1616,20522,2398,0.0313,5.72
user_911,284876,3390,1604,14097,1940,0.0563,5.29
user_912,260747,103,863,12336,253,0.0483,11.13
user_913,616650,2625,1487,12118,242,0.02,6.18
user_914,424570,3641,2983,21817,1775,0.0556,11.41
user_915,276987,665,453,8873,211,0.0328,-0.75
user_916,639353,1004,2710,8736,1281,0.0157,1.26
user_917,859158,2483,1598,65644,3207,0.0801,7.38
user_918,18640,1679,2124,1023,83,0.0593,14.1
user_919,53528,2831,983,3821,106,0.0734,-0.73
user_920,825845,699,996,47340,4159,0.0624,-1.27
user_921,260214,2397,65,9104,631,0.0374,0.66
user_922,840070,4540,1213,38549,994,0.0471,8.9
user_923,971240,3328,436,55654,3537,0.0609,4.78
user_924,502108,2690,867,38771,2748,0.0827,12.03
user_925,635421,3851,2206,17637,2622,0.0319,-0.78
user_926,369501,2611,266,26326,1237,0.0746,1.34
user_927,725226,3299,249,54163,4919,0.0815,3.1
user_928,151159,420,811,8605,1276,0.0654,8.65
user_929,173502,907,656,13045,1604,0.0844,9.65
user_930,156576,4936,2441,5926,883,0.0435,0.11
user_931,925618,4803,757,71005,10358,0.0879,14.04
user_932,866291,433,1108,51279,4288,0.0641,3.8
user_933,887089,3927,107,11479,1268,0.0144,10.12
user_934,929479,2602,732,68299,2346,0.076,6.91
user_935,12023,4384,1769,527,40,0.0472,1.79
user_936,546735,4340,1247,23084,2889,0.0475,12.39
user_937,389043,2775,1956,19317,1655,0.0539,11.91
user_938,287103,4084,1425,5873,653,0.0227,4.73
user_939,67203,3343,620,2879,336,0.0478,8.01
user_940,906588,4301,1519,61810,3272,0.0718,2.38
user_941,161775,4038,2606,1793,239,0.0126,9.73
user_942,10337,972,233,300,23,0.0312,3.25
user_943,571715,2965,2141,5815,275,0.0107,12.35
